Animal ID,Name,DateTime,MonthYear,Found Location,Intake Type,Intake Condition,Animal Type,Sex upon Intake,Age upon Intake,Breed,Color
A913520,Dear Abby,10/03/2024 11:29:00 AM,October 2024,Travis (TX),Owner Surrender,Normal,Dog,Spayed Female,12 years,Australian Cattle Dog Mix,Brown/White
A914585,,10/03/2024 11:43:00 AM,October 2024,1801 Elmira Rd in Austin (TX),Wildlife,Sick,Other,Unknown,2 years,Raccoon,Gray/White
A914591,Athena,10/03/2024 11:47:00 AM,October 2024,Puryear Road And North Ih 35 Frontage Road in Austin (TX),Stray,Normal,Dog,Intact Female,4 months,Belgian Malinois,Brown/Black
A914594,Sunshine,10/03/2024 12:18:00 PM,October 2024,7204 Aldea Drive in Austin (TX),Stray,Normal,Cat,Neutered Male,10 years,Domestic Shorthair,Orange Tabby/White
A914593,,10/03/2024 12:28:00 PM,October 2024,1249 Strickerland Drive in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Medium Hair,Black
A914039,,10/03/2024 12:49:00 PM,October 2024,14233 The Lakes Blvd in Austin (TX),Stray,Sick,Dog,Intact Male,6 years,Shih Tzu,White/Black
A914597,*Chip,10/03/2024 01:11:00 PM,October 2024,15433 Fm 1325 Apt 1013 in Travis (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull,Black/Brown Brindle
A911377,Lady,10/03/2024 01:45:00 PM,October 2024,5700 Viewpoint Drive in Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 years,American Pit Bull Terrier,White
A913780,*Gus,10/03/2024 01:51:00 PM,October 2024,3427 Parker Ln in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Great Pyrenees/Australian Cattle Dog,White/Brown
A766588,Theo,10/03/2024 02:06:00 PM,October 2024,4231 Westlake in Austin (TX),Public Assist,Normal,Dog,Neutered Male,8 years,Shih Tzu/Bichon Frise,White/Brown
A913697,*Evangeline,10/03/2024 02:34:00 PM,October 2024,Battle Bend And Fort Clark in Austin (TX),Stray,Normal,Dog,Spayed Female,7 months,Australian Cattle Dog,White
A912889,,10/03/2024 03:50:00 PM,October 2024,605 Azie Morton Rd in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair,Tortie
A914612,*Ireland,10/03/2024 04:17:00 PM,October 2024,7916 Decker Lane in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby
A914618,,10/04/2024 06:30:00 AM,October 2024,9515 N Lamar Blvd in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown
A914619,102 Grams,10/04/2024 07:33:00 AM,October 2024,Barrington Way in Austin (TX),Stray,Neonatal,Cat,Intact Female,2 days,Domestic Shorthair,Brown Tabby
A914624,,10/04/2024 08:37:00 AM,October 2024,22135 Silvia Dr in Travis (TX),Stray,Injured,Dog,Intact Male,3 years,Pit Bull,Brown Brindle
A914625,,10/04/2024 09:28:00 AM,October 2024,6917 La Salle Drive in Austin (TX),Wildlife,Sick,Other,Unknown,1 year,Raccoon,Brown/Black
A914627,,10/04/2024 10:13:00 AM,October 2024,4801 Bullcreek Rd in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Black
A880908,*Arthur,10/04/2024 11:13:00 AM,October 2024,1215 West Slaughter Lane in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Australian Cattle Dog/Labrador Retriever,White/Tan
A914629,,10/04/2024 11:27:00 AM,October 2024,5408 Westminster Dr in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Medium Hair,Seal Point
A914630,,10/04/2024 11:27:00 AM,October 2024,5408 Westminster Dr in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Medium Hair,Seal Point
A914631,Star,10/04/2024 11:43:00 AM,October 2024,12515 Research Blvd Srvrd in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby
A914635,,10/04/2024 11:50:00 AM,October 2024,5522 Hudson Bend Road in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Blue Tabby/White
A914634,Marceline,10/04/2024 11:50:00 AM,October 2024,5522 Hudson Bend Road in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby/White
A911877,*Maxine,10/04/2024 12:18:00 PM,October 2024,Outside Jurisdiction,Owner Surrender,Normal,Dog,Spayed Female,5 years,Staffordshire,Tricolor
A914638,*Marlon Garlin,10/04/2024 12:19:00 PM,October 2024,5606 N Lamar Blvd in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Pit Bull,Black/White
A914643,*Gummy Bear,10/04/2024 12:21:00 PM,October 2024,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,6 months,Australian Kelpie Mix,Black/Tricolor
A914644,*Coconut,10/04/2024 12:21:00 PM,October 2024,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,4 years,Australian Kelpie Mix,Brown/White
A913892,Hunna,10/04/2024 12:25:00 PM,October 2024,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,3 months,Domestic Shorthair,Brown Tabby
A914642,Cleo,10/04/2024 12:29:00 PM,October 2024,10068 Burklund Farms in Travis (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix,White/Brown Brindle
A914647,Matcha (Mama),10/04/2024 12:50:00 PM,October 2024,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,3 years,Domestic Longhair,Black
A914649,*Penguin,10/04/2024 01:12:00 PM,October 2024,8813 Meridian Oak Ln in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Brown Tabby
A914648,*Cider,10/04/2024 01:12:00 PM,October 2024,8813 Meridian Oak Ln in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,White/Brown Tabby
A914650,*Fable,10/04/2024 01:12:00 PM,October 2024,8813 Meridian Oak Ln in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby/White
A914651,,10/04/2024 01:34:00 PM,October 2024,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,10 months,Maltese/Toy Poodle,Cream
A914653,,10/04/2024 01:34:00 PM,October 2024,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 year,Maltese/Toy Poodle,Buff
A914652,Maple Rose,10/04/2024 01:34:00 PM,October 2024,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 years,Maltese/Toy Poodle,Tan
A914654,Lady Clemantine,10/04/2024 01:34:00 PM,October 2024,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 years,Maltese/Toy Poodle,Buff
A914556,Chloe,10/04/2024 01:37:00 PM,October 2024,Regency Dr in Austin (TX),Public Assist,Normal,Dog,Intact Female,1 year,Pit Bull,Tan
A914555,*Remy Ma,10/04/2024 01:37:00 PM,October 2024,Regency Dr in Austin (TX),Public Assist,Medical,Dog,Intact Female,3 years,Pit Bull Mix,Brown Brindle/Brown
A914658,Maggie,10/04/2024 01:59:00 PM,October 2024,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,9 years,Boxer Mix,Red/White
A914660,Green,10/04/2024 02:12:00 PM,October 2024,Alterra Pkwy And Kramer Ln in Austin (TX),Stray,Neonatal,Dog,Intact Male,2 weeks,Labrador Retriever Mix,Chocolate/White
A914661,Tri,10/04/2024 02:12:00 PM,October 2024,Alterra Pkwy And Kramer Ln in Austin (TX),Stray,Neonatal,Dog,Intact Male,2 weeks,Labrador Retriever Mix,Tricolor
A914663,Black,10/04/2024 02:12:00 PM,October 2024,Alterra Pkwy And Kramer Ln in Austin (TX),Stray,Neonatal,Dog,Intact Female,2 weeks,Labrador Retriever Mix,Black/White
A914662,Red,10/04/2024 02:12:00 PM,October 2024,Alterra Pkwy And Kramer Ln in Austin (TX),Stray,Neonatal,Dog,Intact Male,2 weeks,Labrador Retriever Mix,Chocolate/White
A914659,Pink,10/04/2024 02:12:00 PM,October 2024,Alterra Pkwy And Kramer Ln in Austin (TX),Stray,Neonatal,Dog,Intact Female,2 weeks,Labrador Retriever Mix,Chocolate/White
A914669,,10/04/2024 03:11:00 PM,October 2024,210 West Wonsley Drive in Austin (TX),Stray,Normal,Cat,Intact Male,7 months,Domestic Shorthair,Brown Tabby/White
A914670,Nala,10/04/2024 03:34:00 PM,October 2024,13102 New Boston Bend in Austin (TX),Stray,Normal,Cat,Intact Female,7 months,Domestic Shorthair,Brown Tabby/White
A914673,,10/04/2024 04:43:00 PM,October 2024,Becker Ln And Reyneo Ln in Travis (TX),Stray,Neonatal,Dog,Intact Male,2 weeks,Labrador Retriever,Black/White
A914675,Dusty,10/04/2024 05:02:00 PM,October 2024,1616 Royal Crest Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,8 years,Pit Bull,Tan
A914677,,10/04/2024 06:12:00 PM,October 2024,East 6Th Street in Austin (TX),Stray,Injured,Cat,Unknown,2 years,Domestic Shorthair,Black/White
A914680,Trulo,10/04/2024 06:30:00 PM,October 2024,Austin (TX),Abandoned,Normal,Dog,Intact Male,3 years,Boxer Mix,Brown Brindle/White
A914682,,10/04/2024 09:02:00 PM,October 2024,1601 Montopolis Dr in Austin (TX),Public Assist,Normal,Cat,Unknown,2 years,Domestic Medium Hair,Black Tabby
A914683,Obi,10/04/2024 09:02:00 PM,October 2024,1601 Montopolis Dr in Austin (TX),Public Assist,Normal,Cat,Neutered Male,9 years,Domestic Shorthair,Cream Tabby
A914689,,10/05/2024 06:10:00 AM,October 2024,40 N Ih 35 in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown
A914695,Stella,10/05/2024 07:58:00 AM,October 2024,406 E Anderson Ln in Austin (TX),Stray,Injured,Dog,Intact Female,6 years,Pit Bull,Blue/White
A914698,Pigeon,10/05/2024 11:26:00 AM,October 2024,2004 East 11Th Street in Austin (TX),Stray,Injured,Cat,Intact Female,1 year,Domestic Shorthair,Blue Tabby
A912198,Lucky,10/05/2024 11:55:00 AM,October 2024,84 Robert T Martinez Street in Austin (TX),Stray,Normal,Dog,Intact Male,7 months,Pit Bull,Blue/White
A914705,Lionhart,10/05/2024 11:59:00 AM,October 2024,5105 Par Cove in Austin (TX),Stray,Normal,Dog,Intact Male,8 years,Labrador Retriever,Black
A914707,*Bram Stoker,10/05/2024 12:06:00 PM,October 2024,E 16Th in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Brown
A914710,Astella,10/05/2024 12:13:00 PM,October 2024,4601 East Village Court in Austin (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair,Black/White
A914711,*Pumpkin Spice,10/05/2024 12:41:00 PM,October 2024,Giles Lane And Highway 290 in Austin (TX),Stray,Sick,Cat,Intact Female,1 month,Domestic Longhair,Orange Tabby
A914716,*Lancelot,10/05/2024 02:19:00 PM,October 2024,7905 Hayride Rd in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,German Shepherd/Chow Chow,Brown/Black
A914715,Squash,10/05/2024 02:19:00 PM,October 2024,7905 Hayride Rd in Travis (TX),Stray,Normal,Dog,Intact Female,5 months,German Shepherd/Labrador Retriever,Brown/White
A914727,Teddy,10/05/2024 03:33:00 PM,October 2024,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Yorkshire Terrier,Tan/Black
A914728,,10/05/2024 03:50:00 PM,October 2024,14501 Revnero Ln in Austin (TX),Stray,Injured,Cat,Intact Male,1 month,Domestic Shorthair,Brown/White
A914729,*Kringle,10/05/2024 04:01:00 PM,October 2024,1501 E 3Rd St in Austin (TX),Stray,Normal,Cat,Neutered Male,3 months,Domestic Shorthair,Orange Tabby/White
A914734,Rio,10/05/2024 09:03:00 PM,October 2024,Tower Rd And Bois D Arc Road in Travis (TX),Stray,Injured,Dog,Intact Female,6 months,Pit Bull,Tan/White
A895580,*Dean,10/06/2024 11:29:00 AM,October 2024,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Pit Bull,Brown Brindle/White
A914746,Sophie,10/06/2024 12:11:00 PM,October 2024,7201 Levander Loop in Austin (TX),Abandoned,Normal,Dog,Intact Female,3 years,Labrador Retriever Mix,White
A914747,Bowie,10/06/2024 12:31:00 PM,October 2024,14312 Hunters Bend in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull,White/Gray
A914753,*Wren,10/06/2024 01:13:00 PM,October 2024,9503 Quail Court in Austin (TX),Stray,Normal,Cat,Intact Male,6 months,Domestic Shorthair,Brown Tabby/White
A914755,,10/06/2024 02:22:00 PM,October 2024,400 Kenniston Dr Unit 109 in Austin (TX),Wildlife,Sick,Other,Unknown,1 year,Bat,Yellow
A914758,,10/06/2024 02:57:00 PM,October 2024,6501 Cascada Dr in Austin (TX),Stray,Injured,Bird,Intact Female,1 year,Chicken,Black
A566837,Chica,10/06/2024 04:04:00 PM,October 2024,907 Thompson in Austin (TX),Stray,Normal,Cat,Spayed Female,15 years,Domestic Shorthair Mix,Calico
A914763,,10/06/2024 05:17:00 PM,October 2024,1501 East Howard Lane in Austin (TX),Stray,Normal,Other,Intact Female,1 year,Guinea Pig,Calico
A914773,Neptune,10/07/2024 09:30:00 AM,October 2024,103 E Longspur Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,5 months,Labrador Retriever/Border Collie,Black/White
A914576,Gordo,10/07/2024 09:45:00 AM,October 2024,1012 Arthur Stiles Road in Austin (TX),Stray,Normal,Dog,Intact Male,10 months,Chow Chow,Red
A914785,,10/07/2024 10:11:00 AM,October 2024,5108 Bob Wire Rd in Travis (TX),Stray,Normal,Cat,Intact Male,10 months,Domestic Shorthair,Orange Tabby/White
A914783,,10/07/2024 10:11:00 AM,October 2024,5108 Bob Wire Rd in Travis (TX),Stray,Normal,Cat,Intact Female,10 months,Domestic Shorthair,Blue Tabby/White
A914780,,10/07/2024 10:26:00 AM,October 2024,18524 Dewitt Place in Austin (TX),Stray,Normal,Cat,Intact Male,11 months,Domestic Medium Hair,Black/White
A914777,Nyla Amore,10/07/2024 10:36:00 AM,October 2024,2700 Cullins Creek Drive in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,German Shepherd Mix,Black/Tan
A914784,,10/07/2024 10:59:00 AM,October 2024,Highsmith St in Austin (TX),Stray,Normal,Cat,Unknown,6 months,Domestic Shorthair,Brown Tabby
A914782,,10/07/2024 10:59:00 AM,October 2024,14514 Highsmith St in Austin (TX),Stray,Normal,Cat,Unknown,2 years,Domestic Shorthair,Brown Tabby
A914792,,10/07/2024 11:00:00 AM,October 2024,5108 Bob Wire Road in Travis (TX),Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair,Black
A914791,,10/07/2024 11:00:00 AM,October 2024,5108 Bob Wire Road in Travis (TX),Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair,Black
A914793,,10/07/2024 11:00:00 AM,October 2024,5108 Bob Wire Road in Travis (TX),Stray,Normal,Cat,Intact Male,2 weeks,Domestic Shorthair,Black
A914794,,10/07/2024 11:00:00 AM,October 2024,5108 Bob Wire Road in Travis (TX),Stray,Normal,Cat,Intact Female,2 weeks,Domestic Shorthair,Black/White
A914797,,10/07/2024 11:00:00 AM,October 2024,5108 Bob Wire Road in Travis (TX),Stray,Normal,Cat,Intact Female,2 weeks,Domestic Shorthair,Black/White
A914798,,10/07/2024 11:00:00 AM,October 2024,5108 Bob Wire Road in Travis (TX),Stray,Normal,Cat,Intact Female,2 weeks,Domestic Shorthair,Calico
A914789,*Skipper,10/07/2024 11:00:00 AM,October 2024,5108 Bob Wire Road in Travis (TX),Stray,Normal,Cat,Intact Female,1 year,Siamese,Lynx Point/White
A914786,*Cashmere,10/07/2024 11:00:00 AM,October 2024,5108 Bob Wire Road in Travis (TX),Stray,Normal,Cat,Intact Male,4 months,Domestic Medium Hair,Blue Tabby
A914781,,10/07/2024 11:06:00 AM,October 2024,5315 Downs Dr in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair,Torbie
A914787,Bones,10/07/2024 11:19:00 AM,October 2024,7800 San Felipe Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,10 months,German Shepherd,Tan/White
A914800,,10/07/2024 11:25:00 AM,October 2024,2001 Parker Ln in Austin (TX),Stray,Neonatal,Cat,Intact Male,3 days,Domestic Shorthair,Black/White
A914799,,10/07/2024 11:25:00 AM,October 2024,2001 Parker Ln in Austin (TX),Stray,Neonatal,Cat,Intact Female,3 days,Domestic Shorthair,Blue
A914803,Blaze,10/07/2024 11:41:00 AM,October 2024,3832 Cologne Ln in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Brown Tabby/White
A914802,*Elle,10/07/2024 11:41:00 AM,October 2024,3832 Cologne Ln in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Black
A914801,,10/07/2024 11:43:00 AM,October 2024,Salem Ln in Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair,Brown Tabby
A913824,Oso,10/07/2024 11:47:00 AM,October 2024,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,6 months,Siberian Husky Mix,Black/White
A913823,Maggie,10/07/2024 11:47:00 AM,October 2024,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,5 months,German Shepherd/Labrador Retriever,Black/White
A913825,Duke,10/07/2024 11:47:00 AM,October 2024,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,5 months,German Shepherd Mix,Tan/White
A914736,,10/07/2024 11:52:00 AM,October 2024,14Th And Cedar Ave in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Shih Tzu,White/Black
A913132,Sugar Bear,10/07/2024 12:01:00 PM,October 2024,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,German Shepherd,White
A755517,Major,10/07/2024 12:06:00 PM,October 2024,7001 Towering Oaks Dr in Austin (TX),Public Assist,Normal,Dog,Neutered Male,8 years,Pit Bull Mix,White/Black
A914804,Angel Baby,10/07/2024 12:08:00 PM,October 2024,Austin (TX),Owner Surrender,Injured,Cat,Neutered Male,2 years,Domestic Shorthair,Black
A914806,*Willow,10/07/2024 12:13:00 PM,October 2024,Bluebell Cir in Austin (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Brown Tabby
A914805,*Baize,10/07/2024 12:13:00 PM,October 2024,Bluebell Cir in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Brown Tabby
A914808,Oreo,10/07/2024 12:54:00 PM,October 2024,500 E Ben White Blvd in Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Pit Bull Mix,White/Black
A914813,118 G,10/07/2024 12:59:00 PM,October 2024,Mario Dr And Casa Real Dr in Austin (TX),Stray,Normal,Cat,Intact Female,5 days,Domestic Shorthair,Brown Tabby
A914814,116 G,10/07/2024 12:59:00 PM,October 2024,Mario Dr And Casa Real Dr in Austin (TX),Stray,Normal,Cat,Intact Female,5 days,Domestic Shorthair,Torbie
A914810,130 G,10/07/2024 12:59:00 PM,October 2024,Mario Dr And Casa Real Dr in Austin (TX),Stray,Normal,Cat,Intact Male,5 days,Domestic Shorthair,Orange Tabby
A914811,120 G,10/07/2024 12:59:00 PM,October 2024,Mario Dr And Casa Real Dr in Austin (TX),Stray,Normal,Cat,Intact Female,5 days,Domestic Shorthair,Orange Tabby
A914812,120 G,10/07/2024 12:59:00 PM,October 2024,Mario Dr And Casa Real Dr in Austin (TX),Stray,Normal,Cat,Intact Male,5 days,Domestic Shorthair,Brown Tabby
A912743,Lolly,10/07/2024 01:06:00 PM,October 2024,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,3 months,Treeing Cur/Boxer,Brown/Black
A914819,,10/07/2024 01:10:00 PM,October 2024,7208 Gunnison Pass in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair,Blue
A914818,,10/07/2024 01:10:00 PM,October 2024,7208 Gunnison Pass in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair,Tortie
A914820,*Freddy,10/07/2024 01:10:00 PM,October 2024,7208 Gunnison Pass in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair,Blue
A914817,Ace,10/07/2024 01:10:00 PM,October 2024,7208 Gunnison Pass in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair,Orange Tabby
A914816,Rambo,10/07/2024 01:15:00 PM,October 2024,William Cannon And Westgate in Austin (TX),Stray,Normal,Dog,Neutered Male,5 years,American Bulldog Mix,Tan/White
A914823,*Carrie,10/07/2024 01:43:00 PM,October 2024,Pleasant Valley And Riverside in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Black Mouth Cur Mix,Tan/Black
A914822,69 Grams,10/07/2024 01:57:00 PM,October 2024,Valley Field Dr in Austin (TX),Stray,Neonatal,Cat,Intact Female,2 days,Domestic Shorthair,Torbie
A914827,83 G,10/07/2024 01:57:00 PM,October 2024,Valley Field Dr in Austin (TX),Stray,Neonatal,Cat,Intact Female,2 days,Domestic Shorthair,Brown Tabby
A914826,89 G,10/07/2024 01:57:00 PM,October 2024,Valley Field Dr in Austin (TX),Stray,Neonatal,Cat,Intact Male,2 days,Domestic Shorthair,Brown Tabby/White
A914828,67 G,10/07/2024 01:57:00 PM,October 2024,Valley Field Dr in Austin (TX),Stray,Neonatal,Cat,Intact Female,2 days,Domestic Shorthair,Tortie
A914824,Rex,10/07/2024 01:58:00 PM,October 2024,Travis (TX),Owner Surrender,Normal,Cat,Neutered Male,14 years,Domestic Shorthair,Brown Tabby/White
A914825,Eliza,10/07/2024 01:58:00 PM,October 2024,Travis (TX),Owner Surrender,Normal,Cat,Spayed Female,5 years,Domestic Shorthair,Brown Tabby
A914829,Ginny,10/07/2024 02:15:00 PM,October 2024,9100 Shepard Dr in Austin (TX),Stray,Injured,Dog,Intact Female,2 months,German Shepherd Mix,Brown
A914830,,10/07/2024 02:24:00 PM,October 2024,2520 Elmont Dr in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Labrador Retriever Mix,White
A914831,Onyx,10/07/2024 02:24:00 PM,October 2024,2520 Elmont Dr in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Border Collie Mix,Black/White
A863682,Milo,10/07/2024 03:38:00 PM,October 2024,5505 Silver Fox in Austin (TX),Public Assist,Normal,Dog,Intact Male,3 years,Siberian Husky,Brown/White
A914836,*Orville,10/07/2024 03:54:00 PM,October 2024,Austin (TX),Owner Surrender,Sick,Dog,Intact Male,7 months,Labrador Retriever,White/Black
A914837,*Apple Cider,10/07/2024 04:01:00 PM,October 2024,Giles Ln And Us 290 in Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair,Brown Tabby
A914839,,10/07/2024 04:21:00 PM,October 2024,1200 Broadmoor Dr in Austin (TX),Abandoned,Normal,Dog,Neutered Male,1 year,Basset Hound,Tricolor/Black
A914838,*Chester,10/07/2024 04:21:00 PM,October 2024,1200 Broadmoor Dr in Austin (TX),Abandoned,Normal,Cat,Neutered Male,1 year,Domestic Shorthair,Orange Tabby/White
A914841,*Sweater Weather,10/07/2024 04:28:00 PM,October 2024,5937 Hammermill Run in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Brown Tabby
