"","Animal ID","Name","IntakeType","IntakeCondition","AnimalType","Sex","Age","OutcomeType","OutcomeDate","LengthofStay","DOB","log_LOS","log_Age","sqrt_Age","Adoption","age2"
"9420","A914995",NA,"Stray","Normal","Cat","Unknown",1,"Transfer",2024-10-14,4,2023-10-10,1.6094379124341,0.301029995663981,0.693147180559945,0,1
"9421","A915000","Connor","Public Assist","Normal","Dog","Intact Male",0.5,"Adoption",2024-11-02,23,2024-04-10,3.17805383034795,0.176091259055681,0.53479999673957,1,0.707106781186548
"9422","A915002","Cowboy","Public Assist","Normal","Dog","Intact Male",3,"Euthanasia",2024-12-12,47,2021-10-26,3.87120101090789,0.602059991327962,1.00505253874238,0,1.73205080756888
"9423","A915002","Cowboy","Public Assist","Normal","Dog","Intact Male",2,"Return to Owner",2024-10-17,7,2021-10-26,2.07944154167984,0.477121254719662,0.881373587019543,0,1.4142135623731
"9424","A915003","132 Grams","Stray","Normal","Cat","Intact Male",0.010958904109589,"Transfer",2024-10-10,0,2024-10-06,0,0.00473350170258564,0.0995600313949222,0,0.104684784518043
"9425","A915004","*Naomi","Stray","Normal","Cat","Intact Female",1,"Adoption",2024-10-22,12,2023-10-10,2.56494935746154,0.301029995663981,0.693147180559945,1,1
"9426","A915007","Chicken Noodle","Owner Surrender","Normal","Cat","Intact Female",0.833333333333333,"Adoption",2024-10-14,4,2023-12-10,1.6094379124341,0.263241434774581,0.648605217808274,1,0.912870929175277
"9427","A915008","Mouse","Owner Surrender","Normal","Cat","Intact Female",0.833333333333333,"Adoption",2024-10-14,4,2023-12-10,1.6094379124341,0.263241434774581,0.648605217808274,1,0.912870929175277
"9428","A915012","*Azure","Stray","Normal","Cat","Intact Male",0.25,"Adoption",2024-11-27,48,2024-08-18,3.89182029811063,0.0969100130080564,0.405465108108164,1,0.5
"9429","A915013","*Periwinkle","Stray","Normal","Cat","Intact Male",0.25,"Adoption",2024-11-27,48,2024-08-18,3.89182029811063,0.0969100130080564,0.405465108108164,1,0.5
"9430","A915014",NA,"Stray","Normal","Cat","Spayed Female",2,"Return to Owner",2024-10-11,1,2022-10-10,0.693147180559945,0.477121254719662,0.881373587019543,0,1.4142135623731
"9431","A915015",NA,"Stray","Normal","Cat","Intact Female",2,"Transfer",2024-10-14,4,2022-10-10,1.6094379124341,0.477121254719662,0.881373587019543,0,1.4142135623731
"9432","A915024","Lancelot","Stray","Normal","Cat","Intact Male",3,"Adoption",2024-11-25,46,2021-10-10,3.85014760171006,0.602059991327962,1.00505253874238,1,1.73205080756888
"9433","A915027","*Ferris","Owner Surrender","Normal","Cat","Intact Male",0.166666666666667,"Adoption",2024-11-23,44,2024-09-03,3.80666248977032,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9434","A915028","Misty","Owner Surrender","Normal","Cat","Intact Female",0.25,"Adoption",2024-11-27,48,2024-08-26,3.89182029811063,0.0969100130080564,0.405465108108164,1,0.5
"9435","A915029","Windy","Owner Surrender","Normal","Cat","Intact Male",0.166666666666667,"Adoption",2024-11-27,48,2024-08-29,3.89182029811063,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9436","A915030","Sunny","Owner Surrender","Normal","Cat","Intact Male",0.166666666666667,"Adoption",2024-11-27,48,2024-08-29,3.89182029811063,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9437","A915031","*Sloan","Owner Surrender","Normal","Cat","Intact Female",0.166666666666667,"Adoption",2024-11-23,44,2024-09-03,3.80666248977032,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9438","A915032","*Cameron","Owner Surrender","Normal","Cat","Intact Male",0.166666666666667,"Adoption",2024-11-23,44,2024-09-03,3.80666248977032,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9439","A915035",NA,"Wildlife","Normal","Other","Unknown",2,"Euthanasia",2024-10-11,1,2022-10-10,0.693147180559945,0.477121254719662,0.881373587019543,0,1.4142135623731
"9440","A915038","Rye","Stray","Medical","Cat","Intact Male",0.333333333333333,"Adoption",2024-10-21,11,2024-06-10,2.484906649788,0.1249387366083,0.455746394408326,1,0.577350269189626
"9441","A915042","Skinny","Owner Surrender","Normal","Other","Unknown",1,"Adoption",2024-10-13,3,2023-10-10,1.38629436111989,0.301029995663981,0.693147180559945,1,1
"9442","A915044","*Moonbeam","Stray","Normal","Other","Intact Male",2,"Adoption",2024-11-30,51,2022-10-10,3.95124371858143,0.477121254719662,0.881373587019543,1,1.4142135623731
"9443","A915053","*Fundip","Public Assist","Normal","Cat","Spayed Female",2,"Adoption",2024-10-27,17,2022-10-10,2.89037175789616,0.477121254719662,0.881373587019543,1,1.4142135623731
"9444","A915054","Little Gray","Public Assist","Normal","Cat","Spayed Female",6,"Adoption",2024-10-27,17,2017-12-07,2.89037175789616,0.845098040014257,1.23822631946233,1,2.44948974278318
"9445","A915054","Little Gray","Owner Surrender","Normal","Cat","Spayed Female",7,"Euthanasia",2024-12-07,33,2017-12-07,3.52636052461616,0.903089986991944,1.29356246522598,0,2.64575131106459
"9446","A915055","Yoda","Public Assist","Normal","Cat","Neutered Male",2,"Adoption",2024-10-27,17,2022-10-10,2.89037175789616,0.477121254719662,0.881373587019543,1,1.4142135623731
"9447","A915056","Bat","Wildlife","Normal","Other","Unknown",2,"Disposal",2024-10-11,1,2022-10-10,0.693147180559945,0.477121254719662,0.881373587019543,0,1.4142135623731
"9448","A915057","Cali","Public Assist","Normal","Dog","Intact Female",5,"Return to Owner",2024-10-12,1,2019-10-11,0.693147180559945,0.778151250383644,1.17435900561955,0,2.23606797749979
"9449","A915059","Goodboy","Stray","Normal","Dog","Intact Male",1,"Rto-Adopt",2024-10-29,14,2023-10-15,2.70805020110221,0.301029995663981,0.693147180559945,0,1
"9450","A915063",NA,"Wildlife","Medical","Other","Unknown",1,"Euthanasia",2024-10-11,0,2023-10-11,0,0.301029995663981,0.693147180559945,0,1
"9451","A915065","*Sesame","Stray","Normal","Dog","Intact Male",0.666666666666667,"Adoption",2024-10-17,6,2024-02-11,1.94591014905531,0.221848749616356,0.596909690446534,1,0.816496580927726
"9452","A915065","*Sesame","Owner Surrender","Normal","Dog","Neutered Male",0.666666666666667,"Adoption",2024-11-09,5,2024-02-11,1.79175946922805,0.221848749616356,0.596909690446534,1,0.816496580927726
"9453","A915066","*Pumpernickel","Stray","Normal","Dog","Intact Male",0.666666666666667,"Adoption",2024-10-26,15,2024-02-11,2.77258872223978,0.221848749616356,0.596909690446534,1,0.816496580927726
"9454","A915067","Luna","Stray","Normal","Dog","Intact Female",0.666666666666667,"Adoption",2024-10-18,7,2024-02-11,2.07944154167984,0.221848749616356,0.596909690446534,1,0.816496580927726
"9455","A915068","Felicity","Stray","Normal","Dog","Intact Female",0.75,"Adoption",2024-12-01,51,2024-02-11,3.95124371858143,0.243038048686294,0.623810716364871,1,0.866025403784439
"9456","A915073",NA,"Stray","Normal","Cat","Unknown",0.583333333333333,"Transfer",2024-10-14,3,2024-03-11,1.38629436111989,0.199572354905204,0.567449377001813,0,0.763762615825973
"9457","A915074","*Aspen","Stray","Normal","Cat","Intact Male",0.166666666666667,"Adoption",2024-11-26,46,2024-09-05,3.85014760171006,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9458","A915075","*Sienna","Stray","Normal","Cat","Intact Female",0.166666666666667,"Adoption",2024-12-03,53,2024-09-05,3.98898404656427,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9459","A915076","*Octavia","Stray","Normal","Cat","Intact Female",0.166666666666667,"Adoption",2024-12-03,53,2024-09-05,3.98898404656427,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9460","A915077",NA,"Stray","Normal","Cat","Intact Male",0.166666666666667,"Adoption",2024-12-03,53,2024-09-05,3.98898404656427,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9461","A915078",NA,"Stray","Normal","Cat","Intact Female",0.166666666666667,"Adoption",2024-11-23,43,2024-09-05,3.78418963391826,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9462","A915079",NA,"Stray","Normal","Cat","Unknown",7,"Transfer",2024-10-11,0,2017-10-11,0,0.903089986991944,1.29356246522598,0,2.64575131106459
"9463","A915081","Cooper","Stray","Normal","Dog","Intact Male",4,"Return to Owner",2024-10-14,3,2020-10-11,1.38629436111989,0.698970004336019,1.09861228866811,0,2
"9464","A915082",NA,"Stray","Normal","Cat","Unknown",2,"Transfer",2024-10-17,6,2022-10-11,1.94591014905531,0.477121254719662,0.881373587019543,0,1.4142135623731
"9465","A915085","*Homer","Stray","Normal","Cat","Intact Male",3,"Adoption",2024-10-20,9,2021-10-11,2.30258509299405,0.602059991327962,1.00505253874238,1,1.73205080756888
"9466","A915088",NA,"Owner Surrender","Normal","Cat","Intact Male",2,"Adoption",2024-10-15,4,2022-04-11,1.6094379124341,0.477121254719662,0.881373587019543,1,1.4142135623731
"9467","A915089",NA,"Stray","Medical","Cat","Neutered Male",3,"Return to Owner",2024-10-12,1,2021-10-11,0.693147180559945,0.602059991327962,1.00505253874238,0,1.73205080756888
"9468","A915090",NA,"Stray","Normal","Cat","Intact Female",0.25,"Adoption",2024-11-14,34,2024-08-11,3.55534806148941,0.0969100130080564,0.405465108108164,1,0.5
"9469","A915092",NA,"Stray","Normal","Cat","Intact Female",0.25,"Adoption",2024-11-14,34,2024-08-11,3.55534806148941,0.0969100130080564,0.405465108108164,1,0.5
"9470","A915093",NA,"Stray","Normal","Cat","Intact Male",0.166666666666667,"Adoption",2024-10-15,4,2024-08-11,1.6094379124341,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9471","A915094",NA,"Stray","Normal","Cat","Intact Male",0.25,"Adoption",2024-11-14,34,2024-08-11,3.55534806148941,0.0969100130080564,0.405465108108164,1,0.5
"9472","A915095","*Bartholomew","Stray","Normal","Cat","Intact Male",2,"Adoption",2024-11-10,30,2022-10-11,3.43398720448515,0.477121254719662,0.881373587019543,1,1.4142135623731
"9473","A915096","198 Grams","Stray","Normal","Cat","Intact Male",0.0384615384615385,"Transfer",2024-10-11,0,2024-09-23,0,0.0163904161881694,0.179079753772601,0,0.196116135138184
"9474","A915097","180 Grams","Stray","Normal","Cat","Intact Male",0.0384615384615385,"Transfer",2024-10-11,0,2024-09-22,0,0.0163904161881694,0.179079753772601,0,0.196116135138184
"9475","A915099","*Olive","Stray","Normal","Cat","Intact Female",0.666666666666667,"Adoption",2024-10-21,10,2024-02-11,2.39789527279837,0.221848749616356,0.596909690446534,1,0.816496580927726
"9476","A915101","*Delight","Owner Surrender","Normal","Cat","Intact Female",0.166666666666667,"Adoption",2024-11-20,40,2024-08-30,3.71357206670431,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9477","A915103",NA,"Stray","Medical","Dog","Intact Female",3,"Transfer",2024-10-13,2,2021-10-11,1.09861228866811,0.602059991327962,1.00505253874238,0,1.73205080756888
"9478","A915104","*Surprise","Owner Surrender","Normal","Cat","Intact Male",0.166666666666667,"Adoption",2024-11-20,40,2024-08-30,3.71357206670431,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9479","A915106","*Joy","Owner Surrender","Normal","Cat","Intact Female",0.166666666666667,"Adoption",2024-11-20,40,2024-08-30,3.71357206670431,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9480","A915107","*Buster","Stray","Normal","Dog","Intact Male",0.666666666666667,"Adoption",2024-11-01,21,2024-02-11,3.09104245335832,0.221848749616356,0.596909690446534,1,0.816496580927726
"9481","A915111","*Fuji","Stray","Normal","Cat","Intact Female",0.25,"Adoption",2024-12-17,67,2024-09-05,4.21950770517611,0.0969100130080564,0.405465108108164,1,0.5
"9482","A915112",NA,"Stray","Normal","Cat","Unknown",1,"Transfer",2024-10-14,3,2023-10-11,1.38629436111989,0.301029995663981,0.693147180559945,0,1
"9483","A915113","*Gala","Stray","Normal","Cat","Intact Female",0.166666666666667,"Adoption",2024-11-27,47,2024-09-05,3.87120101090789,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9484","A915114","*Honeycrisp","Stray","Normal","Cat","Intact Female",0.25,"Adoption",2024-12-17,67,2024-09-05,4.21950770517611,0.0969100130080564,0.405465108108164,1,0.5
"9485","A915115","*Spooky","Stray","Normal","Cat","Intact Male",0.0833333333333333,"Adoption",2024-11-01,21,2024-09-03,3.09104245335832,0.0347621062592119,0.253614663173636,1,0.288675134594813
"9486","A915116","*Marigold","Stray","Normal","Cat","Intact Female",0.25,"Adoption",2024-12-02,52,2024-08-27,3.97029191355212,0.0969100130080564,0.405465108108164,1,0.5
"9487","A915117","Laszlo","Stray","Normal","Cat","Intact Male",0.166666666666667,"Adoption",2024-11-18,38,2024-08-27,3.66356164612965,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9488","A915118","Ichigo","Stray","Normal","Cat","Intact Male",1,"Adoption",2024-10-27,16,2023-10-11,2.83321334405622,0.301029995663981,0.693147180559945,1,1
"9489","A915119",NA,"Wildlife","Medical","Other","Unknown",0.5,"Euthanasia",2024-10-14,3,2024-04-11,1.38629436111989,0.176091259055681,0.53479999673957,0,0.707106781186548
"9490","A915120","Sage","Stray","Normal","Cat","Intact Female",0.25,"Adoption",2024-10-17,6,2024-07-11,1.94591014905531,0.0969100130080564,0.405465108108164,1,0.5
"9491","A915121","Comet Morin","Stray","Normal","Dog","Intact Male",0.166666666666667,"Adoption",2024-10-16,5,2024-07-27,1.79175946922805,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9492","A915122",NA,"Stray","Normal","Dog","Intact Female",0.166666666666667,"Adoption",2024-10-18,7,2024-07-27,2.07944154167984,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9493","A915123",NA,"Stray","Normal","Dog","Intact Male",0.166666666666667,"Adoption",2024-10-16,5,2024-07-27,1.79175946922805,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9494","A915125","*Dreamsycle","Stray","Normal","Cat","Intact Female",0.166666666666667,"Adoption",2024-12-10,60,2024-09-12,4.11087386417331,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9495","A915126",NA,"Stray","Normal","Cat","Intact Female",0.0833333333333333,"Died",2024-11-03,23,2024-09-12,3.17805383034795,0.0347621062592119,0.253614663173636,0,0.288675134594813
"9496","A915127","*Cherry","Stray","Normal","Cat","Intact Female",0.166666666666667,"Adoption",2024-12-10,60,2024-09-12,4.11087386417331,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9497","A915129","Blanquito","Owner Surrender","Normal","Dog","Unknown",2,"Euthanasia",2024-10-29,18,2022-10-11,2.94443897916644,0.477121254719662,0.881373587019543,0,1.4142135623731
"9498","A915130","Ginny","Owner Surrender","Medical","Cat","Intact Female",1,"Transfer",2024-10-13,2,2023-05-11,1.09861228866811,0.301029995663981,0.693147180559945,0,1
"9499","A915131","Charlie","Stray","Aged","Dog","Neutered Male",15,"Return to Owner",2024-10-12,1,2009-10-12,0.693147180559945,1.20411998265592,1.58370634629087,0,3.87298334620742
"9500","A915135","Dolly","Owner Surrender","Medical","Cat","Spayed Female",7,"Adoption",2024-10-14,3,2017-10-11,1.38629436111989,0.903089986991944,1.29356246522598,1,2.64575131106459
"9501","A915137","Yuki","Stray","Medical","Dog","Intact Female",0.5,"Adoption",2024-10-17,6,2024-04-11,1.94591014905531,0.176091259055681,0.53479999673957,1,0.707106781186548
"9502","A915154","*Fregosi","Stray","Medical","Cat","Intact Female",0.25,"Adoption",2024-12-19,68,2024-08-28,4.23410650459726,0.0969100130080564,0.405465108108164,1,0.5
"9503","A915156","Gizmo","Public Assist","Normal","Dog","Neutered Male",13,"Return to Owner",2024-10-13,1,2011-10-12,0.693147180559945,1.14612803567824,1.52726237491235,0,3.60555127546399
"9504","A915157","*Anne Bonny","Stray","Normal","Dog","Intact Female",0.75,"Adoption",2024-11-22,41,2024-02-12,3.73766961828337,0.243038048686294,0.623810716364871,1,0.866025403784439
"9505","A915159","Kimbo","Abandoned","Normal","Dog","Intact Male",2,"Return to Owner",2024-11-26,45,2022-10-12,3.8286413964891,0.477121254719662,0.881373587019543,0,1.4142135623731
"9506","A915160",NA,"Stray","Normal","Cat","Intact Female",2,"Transfer",2024-10-13,1,2022-10-12,0.693147180559945,0.477121254719662,0.881373587019543,0,1.4142135623731
"9507","A915161","Ducky","Abandoned","Normal","Dog","Intact Female",7,"Adoption",2024-11-05,24,2017-10-12,3.2188758248682,0.903089986991944,1.29356246522598,1,2.64575131106459
"9508","A915162",NA,"Stray","Normal","Cat","Unknown",2,"Transfer",2024-10-17,5,2022-10-12,1.79175946922805,0.477121254719662,0.881373587019543,0,1.4142135623731
"9509","A915163",NA,"Stray","Normal","Cat","Intact Male",0.333333333333333,"Adoption",2024-10-21,9,2024-06-12,2.30258509299405,0.1249387366083,0.455746394408326,1,0.577350269189626
"9510","A915165",NA,"Stray","Normal","Cat","Intact Female",0.333333333333333,"Adoption",2024-10-21,9,2024-06-12,2.30258509299405,0.1249387366083,0.455746394408326,1,0.577350269189626
"9511","A915166","Milo","Stray","Normal","Cat","Intact Male",0.333333333333333,"Adoption",2024-10-21,9,2024-06-12,2.30258509299405,0.1249387366083,0.455746394408326,1,0.577350269189626
"9512","A915167","*Ziggy","Stray","Normal","Cat","Intact Male",0.25,"Adoption",2024-11-09,28,2024-07-12,3.36729582998647,0.0969100130080564,0.405465108108164,1,0.5
"9513","A915168","*Stardust","Stray","Normal","Cat","Intact Male",0.25,"Adoption",2024-11-03,22,2024-07-12,3.13549421592915,0.0969100130080564,0.405465108108164,1,0.5
"9514","A915168","*Stardust","Owner Surrender","Normal","Cat","Neutered Male",0.25,"Adoption",2024-11-09,5,2024-07-12,1.79175946922805,0.0969100130080564,0.405465108108164,1,0.5
"9515","A915170","Nova","Stray","Normal","Dog","Intact Female",0.166666666666667,"Adoption",2024-11-12,31,2024-09-06,3.46573590279973,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9516","A915171","*Spice","Stray","Normal","Dog","Intact Female",0.166666666666667,"Adoption",2024-11-07,26,2024-09-06,3.29583686600433,0.0669467896306132,0.342346584848305,1,0.408248290463863
"9517","A915172","Lizzy","Stray","Medical","Dog","Spayed Female",4,"Transfer",2024-10-12,0,2019-10-16,0,0.698970004336019,1.09861228866811,0,2
"9518","A915173","Marley","Stray","Medical","Dog","Neutered Male",8,"Adoption",2024-11-20,29,2016-04-12,3.40119738166216,0.954242509439325,1.34245404645353,1,2.82842712474619
"9519","A915179","*Milo","Stray","Normal","Cat","Intact Male",3,"Adoption",2024-10-22,10,2021-10-12,2.39789527279837,0.602059991327962,1.00505253874238,1,1.73205080756888
"9520","A915180","Luna","Stray","Normal","Dog","Intact Female",0.833333333333333,"Adoption",2024-10-17,5,2023-12-12,1.79175946922805,0.263241434774581,0.648605217808274,1,0.912870929175277
"9521","A915184","Stitch","Owner Surrender","Normal","Dog","Intact Male",3,"Transfer",2024-10-16,4,2021-08-12,1.6094379124341,0.602059991327962,1.00505253874238,0,1.73205080756888
